;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;sig
Heatr6;301.1408943;-0.022773063;0.126492635;-0.180034697;0.857125329;0.999862907;Not Sig
Hebp1;230.9711255;-0.198419489;0.147584755;-1.344444344;0.178804743;0.999862907;Not Sig
Hebp2;90.31413191;0.096690676;0.197108025;0.490546621;0.623747148;0.999862907;Not Sig
Hectd2;139.2819392;0.246741044;0.168046917;1.468286644;0.142026377;0.999862907;Not Sig
Hectd4;210.2330067;-0.005178991;0.127386132;-0.040655849;0.96757026;0.999862907;Not Sig
Hecw2;219.8255571;-0.113920712;0.158080074;-0.720651938;0.47112369;0.999862907;Not Sig
Heg1;953.746519;-0.060691964;0.096098648;-0.631558974;0.527675102;0.999862907;Not Sig
Helb;231.0742105;-0.075045389;0.136897332;-0.548187375;0.58356325;0.999862907;Not Sig
Hells;125.3957124;0.121867358;0.209703126;0.581142307;0.561144547;0.999862907;Not Sig
Helq;90.10330866;0.150979802;0.165109834;0.914420408;0.360495982;0.999862907;Not Sig
Helz;361.7218536;-0.118542393;0.107909253;-1.098537793;0.271969724;0.999862907;Not Sig
Helz2;82.21605058;-0.045814545;0.221619774;-0.20672589;0.836223937;0.999862907;Not Sig
Hemgn;2.232610234;1.237276202;1.193245145;1.036900261;0.299782342;0.999862907;Not Sig
Hemk1;98.22042296;0.007711166;0.173080823;0.044552401;0.964464083;0.999862907;Not Sig
Hepacam;15.00897267;-0.282420107;0.413380364;-0.683196716;0.494482547;0.999862907;Not Sig
Hepacam2;1.802689594;1.73309019;1.277573971;1.356547824;0.17492493;0.999862907;Not Sig
Heph;821.9445213;0.016682116;0.151757732;0.109925971;0.912468086;0.999862907;Not Sig
Hephl1;1.056511329;1.173930701;1.543868738;0.760382454;0.447026008;0.999862907;Not Sig
Herc1;1284.820648;0.024811781;0.081189724;0.305602482;0.759907331;0.999862907;Not Sig
Herc2;963.0369451;0.038290928;0.103093765;0.371418462;0.710325877;0.999862907;Not Sig
Herc3;98.85514616;0.062530036;0.162113641;0.385717299;0.699706049;0.999862907;Not Sig
Herc4;255.5064883;0.054641017;0.136320616;0.400827246;0.688547317;0.999862907;Not Sig
Herc6;74.12284413;0.03676928;0.241910127;0.15199562;0.87919039;0.999862907;Not Sig
Herpud1;2585.583904;0.08932767;0.097888373;0.912546275;0.361481221;0.999862907;Not Sig
Herpud2;465.0462947;0.060556827;0.097976991;0.61807192;0.536527931;0.999862907;Not Sig
Hes1;420.5149233;0.230099005;0.220950263;1.041406345;0.297686999;0.999862907;Not Sig
Hes6;364.2368654;-0.024691003;0.129144616;-0.191188793;0.848377684;0.999862907;Not Sig
Hes7;3.751872257;-0.587855297;0.854332525;-0.688087227;0.491397854;0.999862907;Not Sig
Hexb;481.158492;-0.106134409;0.096903788;-1.095255526;0.273404706;0.999862907;Not Sig
Hexd;303.3572471;0.081993863;0.150641749;0.544297075;0.58623706;0.999862907;Not Sig
Hexim1;611.7569547;0.035511675;0.105083383;0.337938069;0.735409858;0.999862907;Not Sig
Hexim2;114.4025445;-0.261246702;0.195367317;-1.337207807;0.181154814;0.999862907;Not Sig
Hey1;30.85088937;0.010299171;0.345903523;0.029774693;0.976246742;0.999862907;Not Sig
Hey2;605.4147115;0.16806169;0.122132744;1.376057589;0.168803805;0.999862907;Not Sig
Heyl;1276.529336;0.020245581;0.123294852;0.164204591;0.869570087;0.999862907;Not Sig
Hfe;124.613391;-0.081184569;0.184473047;-0.440089055;0.659872608;0.999862907;Not Sig
Hfm1;1.301838584;-0.502015252;1.48241112;-0.338647792;0.734875075;0.999862907;Not Sig
Hgd;1.290833195;0.232139453;1.597927795;0.145275309;0.884493509;0.999862907;Not Sig
Hgf;44.02514346;-0.266570111;0.28473329;-0.936209851;0.349165152;0.999862907;Not Sig
Hgfac;1.521889013;-0.789007973;1.270171559;-0.621182208;0.534479745;0.999862907;Not Sig
Hgh1;361.7609718;-0.056299162;0.122091212;-0.461123787;0.644709797;0.999862907;Not Sig
Hgs;1161.347773;-0.133562072;0.099662196;-1.340147791;0.180197301;0.999862907;Not Sig
Hhex;92.27802817;-0.074202825;0.2110518;-0.351585846;0.725148882;0.999862907;Not Sig
Hhipl1;68.42462043;-0.182162527;0.246286398;-0.739636978;0.459520298;0.999862907;Not Sig
Hiatl3;783.9298434;0.077898506;0.139379617;0.558894532;0.576233702;0.999862907;Not Sig
Hibadh;1001.213603;0.007728732;0.17838064;0.043327191;0.965440717;0.999862907;Not Sig
Hibch;232.8214392;0.177742024;0.152793813;1.163280246;0.244715818;0.999862907;Not Sig
Hic1;33.71146493;0.122986255;0.27336377;0.449899616;0.652782825;0.999862907;Not Sig
Hic2;102.2343418;0.1612309;0.213655729;0.754629427;0.450471362;0.999862907;Not Sig
Hid1;696.3022799;-0.14006013;0.145863893;-0.960211106;0.336948979;0.999862907;Not Sig
Hif1a;793.8908468;0.135224146;0.139929419;0.966373949;0.333857095;0.999862907;Not Sig
Hif1an;71.31486151;0.01166363;0.223281827;0.052237258;0.958339646;0.999862907;Not Sig
Hif3a;2.307821572;0.447430845;1.101307966;0.406272232;0.684542586;0.999862907;Not Sig
Higd1a;811.6369481;0.068404848;0.123718393;0.552907669;0.580326635;0.999862907;Not Sig
Higd2a;429.0477722;-0.054632509;0.123988779;-0.440624621;0.659484776;0.999862907;Not Sig
Hikeshi;420.8481405;0.044927364;0.102153307;0.43980333;0.660079556;0.999862907;Not Sig
Hilpda;36.25704565;0.015245868;0.330377495;0.046146813;0.963193235;0.999862907;Not Sig
Hils1;145.50787;0.21183521;0.236785957;0.894627421;0.370986288;0.999862907;Not Sig
Hinfp;271.3233238;0.019821951;0.136499322;0.145216479;0.884539956;0.999862907;Not Sig
Hint1;1355.571436;0.072572447;0.153387433;0.473131631;0.636119271;0.999862907;Not Sig
Hint2;233.4512899;-0.01188646;0.170642763;-0.069656983;0.944466681;0.999862907;Not Sig
Hint3;109.7521304;-0.011326176;0.180280182;-0.062825407;0.949905534;0.999862907;Not Sig
Hip1;2005.341085;0.149222089;0.128314187;1.162943026;0.244852619;0.999862907;Not Sig
Hipk1;1530.999641;0.082065868;0.100460785;0.816894549;0.413988693;0.999862907;Not Sig
Hipk2;290.7344062;-0.090139882;0.15152374;-0.5948895;0.551917337;0.999862907;Not Sig
Hipk3;121.831304;-0.106051517;0.171845038;-0.617134592;0.537145954;0.999862907;Not Sig
Hira;61.74365441;-0.19214016;0.95058116;-0.202129148;0.839815762;0.999862907;Not Sig
Hirip3;648.1381825;-0.009904188;0.099909883;-0.099131218;0.921034086;0.999862907;Not Sig
Hist1h2ac;14.44060831;-0.069929791;0.391600592;-0.178574273;0.858271997;0.999862907;Not Sig
Hist1h2af;1.712485314;-0.00402799;1.165475812;-0.00345609;0.997242444;0.999862907;Not Sig
Hist1h2ah;1.098532746;1.378724256;1.498692296;0.91995152;0.357598094;0.999862907;Not Sig
Hist1h2ail1;1.990153079;-1.07535624;1.155216875;-0.930869574;0.351921035;0.999862907;Not Sig
Hist1h2an;31.78680628;0.244112544;0.396356769;0.615890944;0.537966499;0.999862907;Not Sig
Hist1h2ao;4.801468021;-0.5760824;0.738099362;-0.780494375;0.435099937;0.999862907;Not Sig
Hist1h2ao.2;4.513663124;0.925851752;0.94771081;0.976934885;0.32860139;0.999862907;Not Sig
Hist1h2bd;3.263168206;-1.209203543;1.040108118;-1.162574853;0.245002038;0.999862907;Not Sig
Hist1h2bf;2.345514797;0.8022115;1.154246482;0.695008833;0.487049766;0.999862907;Not Sig
Hist1h2bo;7.429901831;1.175529154;0.714807761;1.644538881;0.10006494;0.999862907;Not Sig
Hist1h2bq;422.3058621;0.288146202;0.240907775;1.196085109;0.231663348;0.999862907;Not Sig
Hist1h4b;219.1706481;0.068965016;0.130305388;0.529256825;0.596627301;0.999862907;Not Sig
Hist2h2aa3;16.81483456;0.50828299;0.628305073;0.808974831;0.418529624;0.999862907;Not Sig
Hist2h2be;6.264338895;-0.855291576;0.69740782;-1.226386559;0.220053242;0.999862907;Not Sig
Hivep1;155.1357106;-0.219300651;0.165797884;-1.322698732;0.185935585;0.999862907;Not Sig
Hivep2;280.6682553;0.173538915;0.144134177;1.204009478;0.228585915;0.999862907;Not Sig
Hivep3;268.2904218;-0.056697939;0.159142421;-0.356271689;0.721637109;0.999862907;Not Sig
Hjurp;75.71534464;-0.061616677;0.343900756;-0.179169937;0.857804268;0.999862907;Not Sig
Hk1;694.0019355;-0.118923055;0.103484887;-1.149182835;0.250480597;0.999862907;Not Sig
Hk2;127.7608242;0.006283409;0.260363718;0.024133199;0.980746362;0.999862907;Not Sig
Hlx;120.7052519;-0.118110677;0.179049346;-0.659654335;0.509475677;0.999862907;Not Sig
Hm13;1597.976905;-0.048205253;0.063742825;-0.756245948;0.449501749;0.999862907;Not Sig
Hmbox1;24.83749888;0.202341212;0.375907246;0.538274305;0.590387688;0.999862907;Not Sig
Hmbs;676.2921092;0.07456018;0.100769369;0.739909174;0.459355108;0.999862907;Not Sig
Hmcn1;754.6235455;0.137817152;0.096501038;1.428141656;0.15325109;0.999862907;Not Sig
Hmg1l1;1305.027341;0.057891157;0.171238157;0.338073932;0.735307474;0.999862907;Not Sig
Hmg20a;429.9982633;0.048491047;0.10346215;0.46868393;0.639295576;0.999862907;Not Sig
Hmg20b;564.7841;-0.029201439;0.129575162;-0.225362939;0.821696941;0.999862907;Not Sig
Hmgb1;2648.610508;0.001978867;0.125412209;0.015778904;0.987410778;0.999862907;Not Sig
Hmgb2;529.6991343;-0.145188061;0.229280873;-0.63323233;0.526581936;0.999862907;Not Sig
Hmgb2.1;349.9556024;-0.147085631;0.18792735;-0.782672828;0.433819263;0.999862907;Not Sig
Hmgb3;131.730206;-0.144014283;0.622493693;-0.231350589;0.817042448;0.999862907;Not Sig
Hmgb3.1;213.1527276;0.341822444;0.334160898;1.022927715;0.306342024;0.999862907;Not Sig
Hmgcl;368.7899535;-0.023556461;0.116615686;-0.202000797;0.839916101;0.999862907;Not Sig
Hmgcll1;55.00911937;-0.223342505;0.267065248;-0.836284417;0.402994918;0.999862907;Not Sig
Hmgcr;476.8416453;0.083720973;0.142919661;0.585790453;0.55801634;0.999862907;Not Sig
Hmgcs1;1274.117974;-0.182477002;0.167868294;-1.087024819;0.277025841;0.999862907;Not Sig
Hmgcs2;855.9688937;0.120663997;0.185297921;0.651189157;0.514924389;0.999862907;Not Sig
Hmgn2;5124.22328;0.042888207;0.117720442;0.364322511;0.715617192;0.999862907;Not Sig
Hmgn3;885.691696;0.007808411;0.100042961;0.078050576;0.937787822;0.999862907;Not Sig
Hmgn5;95.01767881;0.44375746;1.449377931;0.306170979;0.759474468;0.999862907;Not Sig
Hmgn5b;269.0544164;0.003393144;0.28057144;0.012093689;0.990350868;0.999862907;Not Sig
Hmgxb3;118.5783072;0.063449127;0.175536383;0.361458556;0.717756681;0.999862907;Not Sig
Hmgxb4;384.5018864;-0.012901113;0.104532336;-0.12341744;0.901776548;0.999862907;Not Sig
Hmox2;651.5721156;0.123407874;0.093698878;1.317068855;0.187815546;0.999862907;Not Sig
Hnrnpa1;2856.380539;-0.047564689;0.13901682;-0.342150601;0.732237558;0.999862907;Not Sig
Hnrnpa2b1;1641.682978;-0.090957757;0.146686982;-0.620080633;0.535204702;0.999862907;Not Sig
Hnrnpa3;412.3305533;0.054868044;0.216022206;0.253992611;0.799501267;0.999862907;Not Sig
Hnrnpab;1128.612501;0.092441221;0.102932807;0.898073443;0.369146396;0.999862907;Not Sig
Hnrnpc;1291.748064;-0.098453645;0.146168153;-0.673564264;0.500588379;0.999862907;Not Sig
Hnrnpd;663.9398685;0.045424092;0.146312419;0.310459582;0.756211491;0.999862907;Not Sig
Hnrnpdl;569.7932541;-0.02713415;0.137692784;-0.197062974;0.843778257;0.999862907;Not Sig
Hnrnpf;4323.356805;0.033282863;0.110219804;0.301968082;0.762676395;0.999862907;Not Sig
Hnrnph1;3405.573063;0.111115622;0.102989759;1.07889972;0.280632434;0.999862907;Not Sig
Hnrnph2;808.4922946;0.015321195;0.112165544;0.136594491;0.891351331;0.999862907;Not Sig
Hnrnph3;560.107842;-0.130836833;0.117527474;-1.113244664;0.265603365;0.999862907;Not Sig
Hnrnpk;7379.44992;0.041798135;0.088640635;0.471545985;0.637250889;0.999862907;Not Sig
Hnrnpl;1182.269514;0.045724046;0.120133451;0.380610444;0.703492331;0.999862907;Not Sig
Hnrnpll;342.8920333;0.165416216;0.21095092;0.784145505;0.432954737;0.999862907;Not Sig
Hnrnpm;2180.810455;0.009696723;0.110611119;0.087664995;0.930142942;0.999862907;Not Sig
Hnrnpr;1276.830654;0.040873859;0.07572958;0.539734398;0.589380214;0.999862907;Not Sig
Hnrnpu;2266.384714;0.146701739;0.109815431;1.335893673;0.181584029;0.999862907;Not Sig
Hnrnpul1;647.9874469;-0.064340959;0.13153897;-0.489139902;0.624742654;0.999862907;Not Sig
Hnrnpul2;41.02758216;0.247807518;0.256640542;0.965582116;0.334253328;0.999862907;Not Sig
Homer1;20.78293974;-0.071375749;0.394761117;-0.180807445;0.856518719;0.999862907;Not Sig
Homer2;150.6555897;0.25621752;0.20144695;1.271885826;0.203413689;0.999862907;Not Sig
Homer3;527.510706;-0.205518714;0.166352484;-1.235441205;0.216666345;0.999862907;Not Sig
Homez;20.75643603;0.444865921;0.367418206;1.210788998;0.225976283;0.999862907;Not Sig
Hook1;6.614485195;0.167410444;0.724039568;0.231217258;0.817146023;0.999862907;Not Sig
Hook2;109.4520224;-0.226599397;0.193512411;-1.170981212;0.241606329;0.999862907;Not Sig
Hormad2;8.20001429;0.355410206;0.609734045;0.582893819;0.559964782;0.999862907;Not Sig
Hoxa2;1.711298077;1.963018846;1.730367249;1.134452151;0.256604934;0.999862907;Not Sig
Hoxa7;23.19068785;0.511950401;0.381964152;1.340310075;0.180144557;0.999862907;Not Sig
Hoxb3;9.039134021;0.156072481;0.55153526;0.282978246;0.777193513;0.999862907;Not Sig
Hoxb4;4.584689532;-0.102334617;0.905902338;-0.112964293;0.910058864;0.999862907;Not Sig
Hoxc10;1.299975522;1.005191823;1.272477771;0.789948435;0.429557883;0.999862907;Not Sig
Hoxc8;2.461131638;0.296321707;1.020545886;0.290356084;0.771543837;0.999862907;Not Sig
Hp;29.87778631;-0.04119023;0.280988194;-0.146590608;0.883455167;0.999862907;Not Sig
Hp1bp3;1579.295165;0.011029862;0.108327698;0.101819403;0.918900024;0.999862907;Not Sig
Hpcal1;568.8354549;-0.035829802;0.152504227;-0.234943012;0.814252965;0.999862907;Not Sig
Hpdl;11.32529613;-0.336116581;0.481108454;-0.698629546;0.484783574;0.999862907;Not Sig
Hpf1;250.8830755;0.027729553;0.150398638;0.184373698;0.853720302;0.999862907;Not Sig
Hpgds;78.53794293;0.070136831;0.231143516;0.303434127;0.761559041;0.999862907;Not Sig
Hpn;4.488978199;0.537327302;0.75900629;0.707935242;0.478985473;0.999862907;Not Sig
Hprt1;125.6218428;-0.410555;0.307530136;-1.335007377;0.181873932;0.999862907;Not Sig
Hps1;585.5157639;0.054405564;0.114615548;0.474678744;0.635015971;0.999862907;Not Sig
Hps3;202.6821359;-0.001175751;0.138572629;-0.008484724;0.993230251;0.999862907;Not Sig
Hps4;290.3393384;-0.206446305;0.16147048;-1.278538993;0.201059445;0.999862907;Not Sig
Hps5;317.4282982;0.175219013;0.137340527;1.275799767;0.20202631;0.999862907;Not Sig
Hps6;141.4657101;-0.187189561;0.169243169;-1.10603909;0.268709601;0.999862907;Not Sig
Hpse;152.7863459;0.264019508;0.504171948;0.523669571;0.600508383;0.999862907;Not Sig
Hpx;14.20583249;-0.325775551;0.417716393;-0.779896496;0.435451801;0.999862907;Not Sig
Hras;292.468297;0.104347803;0.13160201;0.792904329;0.427833565;0.999862907;Not Sig
Hrct1;61.81660964;-0.219995347;0.255936375;-0.859570458;0.390025866;0.999862907;Not Sig
Hrob;34.6161772;0.243024279;0.401257063;0.605657323;0.544742329;0.999862907;Not Sig
Hs1bp3;256.0243815;-0.070296559;0.130264018;-0.53964679;0.589440642;0.999862907;Not Sig
Hs2st1;409.3644022;0.044695535;0.110556825;0.404276578;0.686009347;0.999862907;Not Sig
Hs3st2;1.586107914;1.02133482;1.528855374;0.668038872;0.50410878;0.999862907;Not Sig
Hs3st3a1;2.577067547;1.535453436;1.097039562;1.399633604;0.161623066;0.999862907;Not Sig
Hs3st3b1;29.79209288;-0.078780363;0.374898728;-0.210137717;0.833560189;0.999862907;Not Sig
Hs6st1;1937.179248;0.030349242;0.241096065;0.125880287;0.899826688;0.999862907;Not Sig
Hs6st2;33.5740207;-0.197485166;0.321661258;-0.613953844;0.539245828;0.999862907;Not Sig
Hsbp1;2226.949945;0.056716036;0.066901726;0.847751458;0.396576402;0.999862907;Not Sig
Hsbp1l1;1.578769227;-1.477980196;1.302307263;-1.134893614;0.256419896;0.999862907;Not Sig
Hscb;242.8489051;0.04561146;0.122054447;0.373697653;0.708629271;0.999862907;Not Sig
Hsd11b2;4.523281464;-0.667491351;0.94822222;-0.703939791;0.48147027;0.999862907;Not Sig
Hsd17b1;46.04655899;-0.2210311;0.338182936;-0.653584427;0.51337958;0.999862907;Not Sig
Hsd17b10;869.4256739;-0.062656726;0.120726831;-0.518995863;0.603763626;0.999862907;Not Sig
Hsd17b11;472.9654433;-0.145912494;0.122760341;-1.188596359;0.234598541;0.999862907;Not Sig
Hsd17b12;850.2650375;0.127112079;0.124166271;1.023724709;0.305965321;0.999862907;Not Sig
Hsd17b13;39.66179376;0.360289076;0.268916248;1.339781729;0.180316317;0.999862907;Not Sig
Hsd17b14;2.364836693;-0.20248053;1.00355409;-0.201763444;0.840101661;0.999862907;Not Sig
Hsd17b3;2.146487959;-0.345200221;1.130846748;-0.305258181;0.760169524;0.999862907;Not Sig
Hsd17b4;847.1295559;-0.057716826;0.091809641;-0.628657572;0.52957326;0.999862907;Not Sig
Hsd17b6;7.073634991;0.506245914;0.617842093;0.819377507;0.412571064;0.999862907;Not Sig
Hsd17b7;81.58642621;-0.175379698;0.265347505;-0.660943458;0.508648575;0.999862907;Not Sig
Hsd3b5;5.806773572;0.121028686;0.762260803;0.158775953;0.873845395;0.999862907;Not Sig
Hsd3b7;1174.973258;-0.030996489;0.093747356;-0.330638544;0.740917528;0.999862907;Not Sig
Hsdl1;171.2707839;0.090213442;0.140311376;0.642951733;0.52025542;0.999862907;Not Sig
Hsf1;397.3017123;-0.141384024;0.136731305;-1.034028191;0.301122984;0.999862907;Not Sig
Hsf2;345.2175332;0.07372272;0.118092157;0.624281255;0.532442892;0.999862907;Not Sig
Hsf4;13.07138058;0.531489841;0.434822502;1.222314481;0.221588725;0.999862907;Not Sig
Hsf5;0.969547296;-2.117811003;1.590470794;-1.331562334;0.183004049;0.999862907;Not Sig
Hsh2d;14.14184614;0.188672573;0.500679473;0.37683305;0.706297678;0.999862907;Not Sig
Hsp90aa1;6384.676453;0.023781922;0.128501594;0.18507103;0.853173324;0.999862907;Not Sig
Hsp90ab1;17081.95593;0.078122838;0.071993892;1.085131466;0.277863433;0.999862907;Not Sig
Hsp90b1;9836.094363;0.062198532;0.099180832;0.627122504;0.530578937;0.999862907;Not Sig
Hspa12a;54.10533256;-0.030892253;0.220863328;-0.139870451;0.888762349;0.999862907;Not Sig
Hspa12b;853.6215393;-0.038729196;0.110727679;-0.349769777;0.726511482;0.999862907;Not Sig
Hspa13;822.6876557;0.113615883;0.116382905;0.976224847;0.328953053;0.999862907;Not Sig
Hspa14;602.5358105;-0.106118278;0.106501981;-0.996397219;0.319057184;0.999862907;Not Sig
Hspa1a;46.44636935;-0.321887455;0.384904923;-0.836277834;0.40299862;0.999862907;Not Sig
Hspa1a.1;107.940633;0.440782461;0.315493541;1.397120397;0.162377369;0.999862907;Not Sig
Hspa2;276.3260974;-0.186228725;0.187265122;-0.994465615;0.319996238;0.999862907;Not Sig
Hspa4;950.0089571;0.073993752;0.098441148;0.7516547;0.452258739;0.999862907;Not Sig
Hspa4l;24.29008989;0.006205219;0.406795634;0.015253899;0.987829622;0.999862907;Not Sig
Hspa5;11433.22784;0.077884999;0.138932749;0.560594962;0.575073687;0.999862907;Not Sig
Hspa8;804.6392882;0.127794082;0.390632391;0.327146659;0.743556963;0.999862907;Not Sig
Hspa9;1125.896217;0.084919964;0.112728558;0.753313671;0.451261445;0.999862907;Not Sig
Hspb1;1664.778539;-0.038894536;0.162674574;-0.239094131;0.811032593;0.999862907;Not Sig
Hspb11;93.09864249;-0.215070045;0.219056763;-0.981800527;0.326198128;0.999862907;Not Sig
Hspbap1;118.6220037;-0.187489374;0.16328371;-1.148242979;0.250868271;0.999862907;Not Sig
Hspbp1;612.7619289;-0.06952534;0.100685587;-0.690519292;0.489867682;0.999862907;Not Sig
Hspd1;2094.935274;0.06472324;0.083231883;0.777625564;0.436789786;0.999862907;Not Sig
Hspe1;355.1879468;-0.081072533;0.1504405;-0.53890098;0.589955181;0.999862907;Not Sig
Hsph1;1475.250252;-0.054712461;0.102451622;-0.534032157;0.593319286;0.999862907;Not Sig
Htatip2;92.88603744;0.285184002;0.207996685;1.371098789;0.170344162;0.999862907;Not Sig
Htatsf1;1371.74526;0.084445689;0.099124399;0.851916278;0.394260561;0.999862907;Not Sig
Htr1f;11.869232;0.63105023;0.567457061;1.112066928;0.266109375;0.999862907;Not Sig
Htr2b;53.04093368;0.258964216;0.240477495;1.076875057;0.281536088;0.999862907;Not Sig
Htr5b;38.20705682;0.115131184;0.326536333;0.352583075;0.724401028;0.999862907;Not Sig
Htr7;22.03020136;0.388090188;0.402847004;0.963368683;0.335362536;0.999862907;Not Sig
Htra1;5140.185096;-0.092508057;0.128111318;-0.722091214;0.4702384;0.999862907;Not Sig
Htra2;505.3626406;-0.101001798;0.115862476;-0.871738648;0.383350971;0.999862907;Not Sig
Htra3;2789.035442;0.097742;0.083564846;1.169654519;0.242140028;0.999862907;Not Sig
Htra4;52.72697382;0.167588812;0.252602241;0.663449428;0.507042758;0.999862907;Not Sig
Hunk;2.235016105;0.071105148;1.114354108;0.063808396;0.949122793;0.999862907;Not Sig
Hus1;272.9292799;-0.03497614;0.13341945;-0.262151731;0.793204465;0.999862907;Not Sig
Huwe1;824.649502;-0.067055331;0.078126576;-0.858290926;0.390731839;0.999862907;Not Sig
Hyal2;2344.683091;-0.032064136;0.104296886;-0.307431387;0.758515041;0.999862907;Not Sig
Hyal3;133.8133554;-0.10538675;0.194119417;-0.542896491;0.587201072;0.999862907;Not Sig
